timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2020-01-01,128.65000000,132.55000000,128.19000000,130.18000000,4525.68686000,1577923199999,590487.66368080,1852,1804.93003000,235297.96797120,0
2020-01-02,130.15000000,130.26000000,125.79000000,126.74000000,7094.92120000,1578009599999,905900.52810460,1835,3856.55977000,492161.50275400,0
2020-01-03,126.71000000,134.80000000,125.58000000,134.13000000,10974.73555000,1578095999999,1440057.40452670,3105,4409.69116000,576922.99064930,0
2020-01-04,134.24000000,135.67000000,132.37000000,134.11000000,3771.00869000,1578182399999,504359.02532240,1587,1374.46997000,183631.85010050,0
2020-01-05,134.05000000,138.15000000,134.05000000,135.26000000,4770.49774000,1578268799999,648078.72326320,1888,2399.82081000,325847.45842830,0
2020-01-06,135.21000000,144.34000000,134.88000000,144.03000000,10798.03947000,1578355199999,1525579.32575300,3446,4578.12257000,647932.49773090,0
2020-01-07,144.31000000,145.24000000,138.87000000,143.03000000,10484.24450000,1578441599999,1497723.09933450,3274,4115.87410000,588762.82701140,0
2020-01-08,142.90000000,147.97000000,137.10000000,140.49000000,13307.25154000,1578527999999,1888433.09259110,3925,4688.06800000,662685.30235910,0
2020-01-09,140.61000000,141.27000000,135.37000000,137.70000000,9030.84234000,1578614399999,1248743.47448990,2502,5128.02911000,710262.16486600,0
2020-01-10,137.77000000,145.12000000,135.16000000,144.80000000,7457.69308000,1578700799999,1044609.11256840,3435,2474.68896000,344560.22824580,0
2020-01-11,144.50000000,147.91000000,142.00000000,142.63000000,5265.02657000,1578787199999,757635.87437170,3369,2210.78344000,317796.57696390,0
2020-01-12,142.34000000,146.44000000,141.76000000,146.44000000,4597.44392000,1578873599999,663190.74141580,2257,1505.30593000,216877.65660960,0
2020-01-13,146.53000000,146.95000000,142.18000000,143.57000000,7244.99926000,1578959999999,1039147.08130050,2775,2232.83277000,320722.43730950,0
2020-01-14,143.51000000,170.64000000,131.00000000,166.01000000,22331.02103000,1579046399999,3473163.04251040,9148,8463.42269000,1335844.24429040,0
2020-01-15,165.85000000,171.53000000,158.97000000,166.22000000,12155.09295000,1579132799999,2005327.66156690,5795,4178.23979000,689539.68069830,0
2020-01-16,166.37000000,167.24000000,158.36000000,164.05000000,7496.75192000,1579219199999,1215153.09082290,4467,2783.75201000,451039.07937890,0
2020-01-17,164.04000000,174.28000000,162.00000000,169.70000000,13556.85095000,1579305599999,2289159.64454940,6739,5350.02762000,905252.32375550,0
2020-01-18,169.63000000,179.38000000,164.79000000,173.93000000,9836.57868000,1579391999999,1702590.37591570,3994,3953.02417000,682279.19975710,0
2020-01-19,173.96000000,178.00000000,161.75000000,166.90000000,13287.98220000,1579478399999,2222904.92228540,4955,8047.33476000,1343332.26778880,0
2020-01-20,167.10000000,169.08000000,160.94000000,166.67000000,6612.58576000,1579564799999,1091478.22516950,2236,2381.11351000,392643.99658570,0
2020-01-21,166.43000000,169.80000000,164.45000000,169.23000000,6307.59966000,1579651199999,1053978.53567040,3488,1778.86027000,297664.54054010,0
2020-01-22,169.31000000,171.05000000,165.69000000,167.33000000,4793.95340000,1579737599999,805256.49815870,2445,2926.66719000,491617.05855470,0
2020-01-23,167.69000000,167.69000000,158.77000000,162.53000000,6736.61485000,1579823999999,1095164.23184470,3640,4460.90297000,725597.87040840,0
2020-01-24,162.67000000,164.14000000,155.16000000,162.15000000,6747.52342000,1579910399999,1076875.51511530,3511,3828.14439000,608254.66138950,0
