timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2022-07-01 00:00:00,1069.88,1071.13,1051.1,1054.31,1396.3364,1656633899999,1482561.92496,1760,1224.8807,1300767.847959,0
2022-07-01 00:05:00,1054.27,1059.23,1049.28,1056.83,233.4001,1656634199999,246041.194197,967,127.1113,134006.967204,0
2022-07-01 00:10:00,1056.91,1059.76,1053.0,1053.95,120.2957,1656634499999,127059.780098,527,55.9411,59070.948731,0
2022-07-01 00:15:00,1053.7,1061.28,1053.59,1059.38,480.1824,1656634799999,506915.548417,568,105.2042,111097.108208,0
2022-07-01 00:20:00,1059.26,1061.42,1056.08,1056.92,72.7248,1656635099999,76968.333998,304,44.6573,47263.666714,0
2022-07-01 00:25:00,1056.86,1106.8,1056.86,1091.27,1399.0186,1656635399999,1507972.128715,2153,865.0956,933086.275296,0
2022-07-01 00:30:00,1091.96,1114.82,1087.8,1096.26,1210.8998,1656635699999,1331727.553265,2565,690.6649,759326.362049,0
2022-07-01 00:35:00,1095.83,1099.88,1085.59,1088.85,410.1875,1656635999999,447806.319698,1636,185.8294,202938.208534,0
2022-07-01 00:40:00,1088.32,1096.35,1087.82,1091.01,327.3467,1656636299999,357517.558302,1111,148.8436,162546.366497,0
2022-07-01 00:45:00,1091.61,1104.18,1090.25,1097.88,545.2632,1656636599999,599343.701339,1456,264.715,291354.505853,0
2022-07-01 00:50:00,1098.08,1100.92,1091.95,1096.08,238.0031,1656636899999,261181.857467,854,125.3406,137598.964071,0
2022-07-01 00:55:00,1096.22,1098.86,1089.26,1094.21,260.9501,1656637199999,285653.631488,858,128.293,140451.751153,0
2022-07-01 01:00:00,1094.56,1097.83,1090.73,1095.49,300.0915,1656637499999,328486.219344,903,170.5837,186776.192439,0
2022-07-01 01:05:00,1095.64,1101.62,1090.06,1090.06,396.864,1656637799999,434779.142308,970,134.8825,147820.727195,0
2022-07-01 01:10:00,1090.07,1092.08,1083.03,1086.56,377.6652,1656638099999,410677.826684,998,207.673,225885.762909,0
2022-07-01 01:15:00,1086.18,1089.13,1084.32,1087.93,240.5216,1656638399999,261482.875779,561,149.0726,162064.718596,0
2022-07-01 01:20:00,1088.3,1091.77,1086.78,1086.78,273.055,1656638699999,297291.675721,727,154.5389,168283.078542,0
2022-07-01 01:25:00,1086.68,1092.81,1086.53,1092.81,217.2084,1656638999999,236827.325275,504,152.0868,165863.630316,0
2022-07-01 01:30:00,1092.54,1095.27,1083.89,1085.54,249.8664,1656639299999,272303.480874,518,159.9441,174452.108732,0
2022-07-01 01:35:00,1085.24,1091.8,1085.04,1090.79,183.8982,1656639599999,200102.807365,473,107.3561,116796.590036,0
2022-07-01 01:40:00,1090.74,1096.11,1089.63,1092.25,401.0251,1656639899999,438209.904273,1076,230.5308,251850.056156,0
2022-07-01 01:45:00,1092.14,1093.52,1089.05,1092.73,91.8291,1656640199999,100254.59279,310,47.9694,52365.626112,0
2022-07-01 01:50:00,1092.44,1095.52,1092.28,1094.79,166.1818,1656640499999,181828.404296,398,27.8579,30479.292245,0
2022-07-01 01:55:00,1095.47,1098.24,1092.68,1095.11,132.9004,1656640799999,145613.691029,401,68.3692,74865.434398,0
2022-07-01 02:00:00,1095.6,1096.29,1093.31,1094.15,149.1091,1656641099999,163283.217781,454,87.9478,96307.624268,0
2022-07-01 02:05:00,1094.15,1100.0,1093.11,1098.5,203.7298,1656641399999,223114.457393,345,46.0622,50499.44567,0
2022-07-01 02:10:00,1098.42,1107.18,1096.62,1101.3,229.3065,1656641699999,252699.034125,558,130.0351,143225.971101,0
2022-07-01 02:15:00,1101.49,1101.88,1099.03,1099.39,69.0741,1656641999999,75991.877203,275,30.4165,33461.747855,0
2022-07-01 02:20:00,1099.14,1099.33,1095.26,1098.57,151.5155,1656642299999,166224.496948,399,79.2752,86970.41021,0
2022-07-01 02:25:00,1098.53,1103.33,1096.42,1097.41,184.1785,1656642599999,202731.461233,363,78.9973,86925.975035,0
2022-07-01 02:30:00,1097.85,1097.85,1092.68,1094.35,113.86,1656642899999,124673.745151,385,51.1599,56005.357652,0
2022-07-01 02:35:00,1094.59,1094.73,1092.0,1094.05,53.0474,1656643199999,57994.400756,194,15.0767,16484.642677,0
2022-07-01 02:40:00,1094.0,1096.5,1093.05,1095.56,70.2603,1656643499999,76898.059767,170,14.6963,16096.741294,0
2022-07-01 02:45:00,1095.65,1096.33,1089.0,1089.97,215.9145,1656643799999,235838.672295,433,87.8712,95960.71914,0
2022-07-01 02:50:00,1090.14,1094.32,1089.34,1093.59,173.3656,1656644099999,189230.751374,386,90.667,98928.969647,0
2022-07-01 02:55:00,1093.52,1093.52,1089.74,1090.64,73.3149,1656644399999,80029.204049,307,28.3656,30959.52411,0
2022-07-01 03:00:00,1091.06,1091.82,1086.89,1087.7,103.1116,1656644699999,112297.187289,325,45.8825,49973.482065,0
2022-07-01 03:05:00,1087.99,1088.69,1082.76,1086.48,126.9044,1656644999999,137842.864756,492,48.4478,52605.231331,0
2022-07-01 03:10:00,1086.34,1087.82,1082.6,1085.85,107.1713,1656645299999,116321.251798,323,70.4047,76414.575718,0
2022-07-01 03:15:00,1085.66,1087.38,1083.32,1083.32,76.8138,1656645599999,83393.385043,308,35.4471,38490.423881,0
2022-07-01 03:20:00,1083.79,1085.42,1077.16,1080.71,155.481,1656645899999,168049.376061,491,94.534,102165.454594,0
2022-07-01 03:25:00,1080.46,1082.82,1077.0,1079.27,78.7182,1656646199999,84994.957437,317,37.1687,40130.919941,0
2022-07-01 03:30:00,1079.42,1080.8,1076.05,1078.63,99.4943,1656646499999,107270.6126,342,42.4753,45803.014212,0
2022-07-01 03:35:00,1078.34,1082.29,1078.34,1080.51,372.3367,1656646799999,402152.435915,382,38.7338,41850.565584,0
2022-07-01 03:40:00,1080.39,1080.93,1077.63,1078.41,33.7199,1656647099999,36393.65143,166,17.2624,18634.902472,0
2022-07-01 03:45:00,1078.21,1080.08,1077.92,1079.36,47.4069,1656647399999,51150.948241,190,30.0232,32395.388322,0
2022-07-01 03:50:00,1079.94,1079.94,1060.49,1060.93,516.7911,1656647699999,552205.489104,1105,311.3229,332607.182661,0
2022-07-01 03:55:00,1061.28,1061.5,1053.34,1053.34,659.3804,1656647999999,696760.950939,989,166.9514,176405.958548,0
2022-07-01 04:00:00,1053.51,1055.95,1046.36,1050.29,861.4886,1656648299999,906149.788394,1197,132.9025,139575.61344,0
2022-07-01 04:05:00,1049.39,1054.16,1045.89,1052.39,543.8769,1656648599999,571300.73691,843,328.1681,344646.52618,0
2022-07-01 04:10:00,1052.27,1053.03,1043.62,1046.62,163.8987,1656648899999,171824.456293,439,49.8958,52286.551298,0
2022-07-01 04:15:00,1046.45,1049.16,1044.91,1047.57,106.0227,1656649199999,111084.474131,341,73.2835,76781.592467,0
2022-07-01 04:20:00,1047.2,1049.89,1044.8,1045.55,135.6477,1656649499999,142126.660141,313,47.7714,50043.739459,0
2022-07-01 04:25:00,1045.38,1047.95,1043.91,1045.99,68.5322,1656649799999,71675.715665,267,40.843,42714.967376,0
2022-07-01 04:30:00,1045.81,1063.57,1045.81,1056.78,408.0503,1656650099999,430844.340251,985,217.0169,229022.114249,0
2022-07-01 04:35:00,1056.96,1059.28,1050.48,1052.06,88.3506,1656650399999,93155.435902,328,44.6626,47111.76287,0
2022-07-01 04:40:00,1052.24,1053.97,1050.77,1053.59,157.3661,1656650699999,165580.925518,210,130.143,136929.7414,0
2022-07-01 04:45:00,1053.65,1055.51,1045.51,1046.34,278.9443,1656650999999,292677.784176,481,72.3076,75812.825735,0
