,id,amountIn,amountInUSD,amountOut,amountOutUSD,timestamp,tokenIn,tokenOut
0,0x00001ac287e0a1b0a82d8b8445ad6493aa45a5a0f37fc06e5078cbb54c9a7910-68,165164902440265255,219.8915313872214287834768998602455,220000000,220,1673417903,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
1,0x000029977dec2ee069746f37b406b0033478fc74c1e8c4c32e005369ff72cd8e-67,1453460000000000000,2373.210496844090595231272385689297,2377337793,2377.337793,1674397679,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
2,0x0000306bc3246038da552285fa7dc7c910eb286c2bbe5cb5e2fc7b5548678e7d-247,76043182366132083,95.08155837256730590695657996275899,95000000,95,1672817147,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
3,0x000034b19989093db01dab53cfdd68095df98894d1adea77e448dfb552095ef1-5,1478046135,1478.046135,1297103585614120489,1476.578315091771810754929749923415,1668987359,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
4,0x00005407efab368c1ecf0df1ca44f78fcf65e8f85a6aac114a88380b6b20fd52-206,220057903336809077,360.3669886199093650360228486070972,360996431,360.996431,1675397111,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
5,0x0000c035c58a1d3f3c4fd0f583833c2bb80e6f10a006f536d27933682c022620-6,46558220046,46558.220046,29250375374715193786,46570.2665801853793349376870973774,1674891731,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
6,0x0000cde32d93c27e0b8909faa3deff77b39c196552d3556fe72c52ac7aacbc15-252,41168561785,41168.561785,32082468149638960158,41221.66511439034313405098452639043,1673221199,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
7,0x0000d9a6306f946191d8e780be0defe6507cf36460dd62394aacbb0b8a378142-164,78854012872,78854.012872,52911760284495763560,78617.22438030167725480248225868876,1676300387,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
8,0x0000de911f7145a68d7f723af42f43bad2eab3d260aa364c24a764f6fa5a687b-2,658335797628,658335.797628,433403423715345122191,656088.2351651385428695225230769098,1676249243,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
9,0x000109542b1fb2ef41094b1dcae49295bf6b67a359e3b7ba610555716c6d037a-2,124393481348542253740,147320.4138447047494083206833736018,147317476747,147317.476747,1669249007,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
10,0x00013508b3b56cf1613dc373b3ccf6fcafcd3f3c7b0860ae0574a9242d3c1504-88,389696273086551948,495.2751709179147683802682530179515,494151202,494.151202,1670086019,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
11,0x0001413726ac7ed8bd835c7b163fb52460ad00c56c33e31bbe93c33d43790031-34,23897635823703337387,31800.64562004974990896384092151001,31781533974,31781.533974,1673371691,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
12,0x00017573880e3f74be038583b37c2859adc093f2624e7c1514fef3107e0e4196-415,13275691,13.275691,11197569439537872,13.29150344287183389087434958984589,1672262831,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
13,0x00017afe68c99a258817f952c24b43930b88e72c9cbe3928a55e8a95214debf4-57,10954742856831383,18.27254395664930463656905648544463,18294668,18.294668,1675587791,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
14,0x000180fd16f1709774988a7ce673be07e04045ec30b44c65fa195c6510be7bdb-95,6000452133744186616,10197.10740014680736445244853829156,10184884903,10184.884903,1676654915,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
15,0x00018d5885ee9c8b5cb1f82177add3f52038b4fa84be9a684ec7a09b14cfda80-159,300000000,300,179581315560361048,299.6322196597881884548633601256496,1676858579,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
16,0x000191fbd21e8da2b6cb51bd625dd9ab462eb6e74e142375ef76b1abd9d67b2d-337,1282788143576881559,1718.200420854212407413636972593922,1717630879,1717.630879,1673377739,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
17,0x00019b1104ef65fb423f2026525fa70e8d5798e78760fb415de22bd1e1f7b2b3-258,83988289661,83988.289661,50749033534626685680,83731.2025569066564831940163361986,1677197603,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
18,0x0001c5172aa2665e4d5517b13e985b6cc41cb7fad938c2dec0acca26015ee91b-298,414000000000000000,482.7061953698765066962876352994952,483015472,483.015472,1671494051,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
19,0x0001c7bb01be6c7c957d909db1b3704c351f18be7a4af8e53947d6c4b23e0fbb-345,300000000,300,189579828305880956,300.0643651785422170445163237931002,1677979631,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
20,0x0001cbe8769d9a9c9ec11bd1c531c2e9f94e545a4724eadd000ea516cc1817cf-179,1559216971256209875,2497.758512250542161582893402842844,2502989418,2502.989418,1677280343,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
21,0x0001e1c3f4201f15646fe923267f903d3cd680487857d2d50a08ca97cfe301c0-358,500000000,500,305780961300264129,498.603544583147138539471203277568,1674511943,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
22,0x0001f0cf46ab4f319b65d1ac82eb041fe13cbda4aac65f0e41b09fde5dc1b96c-151,826042261308203401,987.790359723301792522336330096657,986819337,986.819337,1671218975,"{'name': 'Wrapped Ether', 'symbol': 'WETH'}","{'name': 'USD Coin', 'symbol': 'USDC'}"
23,0x0002088b2f326f0114b41b8a89d7f15f12d293328a6a2d3c761eef1c34175695-13,4266117177,4266.117177,3560090738149703786,4263.76654287425030107557538050146,1672447895,"{'name': 'USD Coin', 'symbol': 'USDC'}","{'name': 'Wrapped Ether', 'symbol': 'WETH'}"
