,timestamp,cumulativeProtocolSideRevenueUSD,cumulativeSupplySideRevenueUSD,cumulativeTotalRevenueUSD,cumulativeVolumeUSD,fees,name
0,,0,157252292.1265826042557284213258822,157252292.1265826042557284213258822,314504584253.1652085114568426515811,"[{'id': 'lp-fee-0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640', 'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'id': 'protocol-fee-0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640', 'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'id': 'trading-fee-0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640', 'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",Uniswap V3 USD Coin/Wrapped Ether 0.05%
